file_id,filepath,type,subset
30.wav,/Data//LibriTTS/train_clean_360_24000c/30.wav,input,train
3001.wav,/Data//LibriTTS/train_clean_360_24000c/3001.wav,input,train
3003.wav,/Data//LibriTTS/train_clean_360_24000c/3003.wav,input,train
3008.wav,/Data//LibriTTS/train_clean_360_24000c/3008.wav,input,train
3009.wav,/Data//LibriTTS/train_clean_360_24000c/3009.wav,input,train
3025.wav,/Data//LibriTTS/train_clean_360_24000c/3025.wav,input,train
303.wav,/Data//LibriTTS/train_clean_360_24000c/303.wav,input,train
3032.wav,/Data//LibriTTS/train_clean_360_24000c/3032.wav,input,train
3046.wav,/Data//LibriTTS/train_clean_360_24000c/3046.wav,input,train
3070.wav,/Data//LibriTTS/train_clean_360_24000c/3070.wav,input,train
3072.wav,/Data//LibriTTS/train_clean_360_24000c/3072.wav,input,train
3082.wav,/Data//LibriTTS/train_clean_360_24000c/3082.wav,input,train
3083.wav,/Data//LibriTTS/train_clean_360_24000c/3083.wav,input,train
3094.wav,/Data//LibriTTS/train_clean_360_24000c/3094.wav,input,train
3105.wav,/Data//LibriTTS/train_clean_360_24000c/3105.wav,input,train
3114.wav,/Data//LibriTTS/train_clean_360_24000c/3114.wav,input,train
3118.wav,/Data//LibriTTS/train_clean_360_24000c/3118.wav,input,train
3119.wav,/Data//LibriTTS/train_clean_360_24000c/3119.wav,input,train
3157.wav,/Data//LibriTTS/train_clean_360_24000c/3157.wav,input,train
3171.wav,/Data//LibriTTS/train_clean_360_24000c/3171.wav,input,train
318.wav,/Data//LibriTTS/train_clean_360_24000c/318.wav,input,train
3180.wav,/Data//LibriTTS/train_clean_360_24000c/3180.wav,input,train
3185.wav,/Data//LibriTTS/train_clean_360_24000c/3185.wav,input,train
3187.wav,/Data//LibriTTS/train_clean_360_24000c/3187.wav,input,train
3215.wav,/Data//LibriTTS/train_clean_360_24000c/3215.wav,input,train
3221.wav,/Data//LibriTTS/train_clean_360_24000c/3221.wav,input,train
3224.wav,/Data//LibriTTS/train_clean_360_24000c/3224.wav,input,train
3228.wav,/Data//LibriTTS/train_clean_360_24000c/3228.wav,input,train
323.wav,/Data//LibriTTS/train_clean_360_24000c/323.wav,input,train
3230.wav,/Data//LibriTTS/train_clean_360_24000c/3230.wav,input,train
3258.wav,/Data//LibriTTS/train_clean_360_24000c/3258.wav,input,train
3274.wav,/Data//LibriTTS/train_clean_360_24000c/3274.wav,input,train
3289.wav,/Data//LibriTTS/train_clean_360_24000c/3289.wav,input,train
329.wav,/Data//LibriTTS/train_clean_360_24000c/329.wav,input,train
3294.wav,/Data//LibriTTS/train_clean_360_24000c/3294.wav,input,train
3307.wav,/Data//LibriTTS/train_clean_360_24000c/3307.wav,input,train
3328.wav,/Data//LibriTTS/train_clean_360_24000c/3328.wav,input,train
3330.wav,/Data//LibriTTS/train_clean_360_24000c/3330.wav,input,train
3340.wav,/Data//LibriTTS/train_clean_360_24000c/3340.wav,input,train
335.wav,/Data//LibriTTS/train_clean_360_24000c/335.wav,input,train
3357.wav,/Data//LibriTTS/train_clean_360_24000c/3357.wav,input,train
3361.wav,/Data//LibriTTS/train_clean_360_24000c/3361.wav,input,train
3368.wav,/Data//LibriTTS/train_clean_360_24000c/3368.wav,input,train
337.wav,/Data//LibriTTS/train_clean_360_24000c/337.wav,input,train
3370.wav,/Data//LibriTTS/train_clean_360_24000c/3370.wav,input,train
3379.wav,/Data//LibriTTS/train_clean_360_24000c/3379.wav,input,train
3380.wav,/Data//LibriTTS/train_clean_360_24000c/3380.wav,input,train
3389.wav,/Data//LibriTTS/train_clean_360_24000c/3389.wav,input,train
339.wav,/Data//LibriTTS/train_clean_360_24000c/339.wav,input,train
340.wav,/Data//LibriTTS/train_clean_360_24000c/340.wav,input,train
3446.wav,/Data//LibriTTS/train_clean_360_24000c/3446.wav,input,train
3448.wav,/Data//LibriTTS/train_clean_360_24000c/3448.wav,input,train
345.wav,/Data//LibriTTS/train_clean_360_24000c/345.wav,input,train
3482.wav,/Data//LibriTTS/train_clean_360_24000c/3482.wav,input,train
3483.wav,/Data//LibriTTS/train_clean_360_24000c/3483.wav,input,train
3490.wav,/Data//LibriTTS/train_clean_360_24000c/3490.wav,input,train
3493.wav,/Data//LibriTTS/train_clean_360_24000c/3493.wav,input,train
3513.wav,/Data//LibriTTS/train_clean_360_24000c/3513.wav,input,train
3521.wav,/Data//LibriTTS/train_clean_360_24000c/3521.wav,input,train
353.wav,/Data//LibriTTS/train_clean_360_24000c/353.wav,input,train
3537.wav,/Data//LibriTTS/train_clean_360_24000c/3537.wav,input,train
3540.wav,/Data//LibriTTS/train_clean_360_24000c/3540.wav,input,train
3546.wav,/Data//LibriTTS/train_clean_360_24000c/3546.wav,input,train
3549.wav,/Data//LibriTTS/train_clean_360_24000c/3549.wav,input,train
3551.wav,/Data//LibriTTS/train_clean_360_24000c/3551.wav,input,train
3584.wav,/Data//LibriTTS/train_clean_360_24000c/3584.wav,input,train
359.wav,/Data//LibriTTS/train_clean_360_24000c/359.wav,input,train
3615.wav,/Data//LibriTTS/train_clean_360_24000c/3615.wav,input,train
362.wav,/Data//LibriTTS/train_clean_360_24000c/362.wav,input,train
3630.wav,/Data//LibriTTS/train_clean_360_24000c/3630.wav,input,train
3638.wav,/Data//LibriTTS/train_clean_360_24000c/3638.wav,input,train
3645.wav,/Data//LibriTTS/train_clean_360_24000c/3645.wav,input,train
3654.wav,/Data//LibriTTS/train_clean_360_24000c/3654.wav,input,train
3686.wav,/Data//LibriTTS/train_clean_360_24000c/3686.wav,input,train
369.wav,/Data//LibriTTS/train_clean_360_24000c/369.wav,input,train
3703.wav,/Data//LibriTTS/train_clean_360_24000c/3703.wav,input,train
3717.wav,/Data//LibriTTS/train_clean_360_24000c/3717.wav,input,train
3728.wav,/Data//LibriTTS/train_clean_360_24000c/3728.wav,input,train
373.wav,/Data//LibriTTS/train_clean_360_24000c/373.wav,input,train
3733.wav,/Data//LibriTTS/train_clean_360_24000c/3733.wav,input,train
3738.wav,/Data//LibriTTS/train_clean_360_24000c/3738.wav,input,train
3781.wav,/Data//LibriTTS/train_clean_360_24000c/3781.wav,input,train
3790.wav,/Data//LibriTTS/train_clean_360_24000c/3790.wav,input,train
3792.wav,/Data//LibriTTS/train_clean_360_24000c/3792.wav,input,train
38.wav,/Data//LibriTTS/train_clean_360_24000c/38.wav,input,train
380.wav,/Data//LibriTTS/train_clean_360_24000c/380.wav,input,train
3816.wav,/Data//LibriTTS/train_clean_360_24000c/3816.wav,input,train
3825.wav,/Data//LibriTTS/train_clean_360_24000c/3825.wav,input,train
3835.wav,/Data//LibriTTS/train_clean_360_24000c/3835.wav,input,train
3851.wav,/Data//LibriTTS/train_clean_360_24000c/3851.wav,input,train
3852.wav,/Data//LibriTTS/train_clean_360_24000c/3852.wav,input,train
3864.wav,/Data//LibriTTS/train_clean_360_24000c/3864.wav,input,train
3866.wav,/Data//LibriTTS/train_clean_360_24000c/3866.wav,input,train
3869.wav,/Data//LibriTTS/train_clean_360_24000c/3869.wav,input,train
3876.wav,/Data//LibriTTS/train_clean_360_24000c/3876.wav,input,train
3889.wav,/Data//LibriTTS/train_clean_360_24000c/3889.wav,input,train
3905.wav,/Data//LibriTTS/train_clean_360_24000c/3905.wav,input,train
3914.wav,/Data//LibriTTS/train_clean_360_24000c/3914.wav,input,train
3922.wav,/Data//LibriTTS/train_clean_360_24000c/3922.wav,input,train
3923.wav,/Data//LibriTTS/train_clean_360_24000c/3923.wav,input,train
3927.wav,/Data//LibriTTS/train_clean_360_24000c/3927.wav,input,train
3945.wav,/Data//LibriTTS/train_clean_360_24000c/3945.wav,input,train
3967.wav,/Data//LibriTTS/train_clean_360_24000c/3967.wav,input,train
3972.wav,/Data//LibriTTS/train_clean_360_24000c/3972.wav,input,train
3977.wav,/Data//LibriTTS/train_clean_360_24000c/3977.wav,input,train
3979.wav,/Data//LibriTTS/train_clean_360_24000c/3979.wav,input,train
398.wav,/Data//LibriTTS/train_clean_360_24000c/398.wav,input,train
3989.wav,/Data//LibriTTS/train_clean_360_24000c/3989.wav,input,train
