file_id,filepath,type,subset
DetskySad-WalkieTalkie.wav,/Data/musdb18_24000/DetskySad-WalkieTalkie.wav,input,train
DreamersOfTheGhetto-HeavyLove.wav,/Data/musdb18_24000/DreamersOfTheGhetto-HeavyLove.wav,input,train
Drumtracks-GhostBitch.wav,/Data/musdb18_24000/Drumtracks-GhostBitch.wav,input,train
EndaReilly-CurAnLongAgSeol.wav,/Data/musdb18_24000/EndaReilly-CurAnLongAgSeol.wav,input,train
FacesOnFilm-WaitingForGa.wav,/Data/musdb18_24000/FacesOnFilm-WaitingForGa.wav,input,train
Fergessen-BackFromTheStart.wav,/Data/musdb18_24000/Fergessen-BackFromTheStart.wav,input,train
Fergessen-NosPalpitants.wav,/Data/musdb18_24000/Fergessen-NosPalpitants.wav,input,train
Fergessen-TheWind.wav,/Data/musdb18_24000/Fergessen-TheWind.wav,input,train
Flags-54.wav,/Data/musdb18_24000/Flags-54.wav,input,train
Forkupines-Semantics.wav,/Data/musdb18_24000/Forkupines-Semantics.wav,input,train
GeorgiaWonder-Siren.wav,/Data/musdb18_24000/GeorgiaWonder-Siren.wav,input,train
GirlsUnderGlass-WeFeelAlright.wav,/Data/musdb18_24000/GirlsUnderGlass-WeFeelAlright.wav,input,train
Giselle-Moss.wav,/Data/musdb18_24000/Giselle-Moss.wav,input,train
Grants-PunchDrunk.wav,/Data/musdb18_24000/Grants-PunchDrunk.wav,input,train
HeladoNegro-MitadDelMundo.wav,/Data/musdb18_24000/HeladoNegro-MitadDelMundo.wav,input,train
HezekiahJones-BorrowedHeart.wav,/Data/musdb18_24000/HezekiahJones-BorrowedHeart.wav,input,train
HollowGround-IllFate.wav,/Data/musdb18_24000/HollowGround-IllFate.wav,input,train
HollowGround-LeftBlind.wav,/Data/musdb18_24000/HollowGround-LeftBlind.wav,input,train
HopAlong-SisterCities.wav,/Data/musdb18_24000/HopAlong-SisterCities.wav,input,train
InvisibleFamiliars-DisturbingWildlife.wav,/Data/musdb18_24000/InvisibleFamiliars-DisturbingWildlife.wav,input,train
JamesElder&MarkMThompson-TheEnglishActor.wav,/Data/musdb18_24000/JamesElder&MarkMThompson-TheEnglishActor.wav,input,train
JamesMay-AllSoulsMoon.wav,/Data/musdb18_24000/JamesMay-AllSoulsMoon.wav,input,train
JamesMay-DontLetGo.wav,/Data/musdb18_24000/JamesMay-DontLetGo.wav,input,train
JamesMay-IfYouSay.wav,/Data/musdb18_24000/JamesMay-IfYouSay.wav,input,train
JamesMay-OnTheLine.wav,/Data/musdb18_24000/JamesMay-OnTheLine.wav,input,train
JayMenon-ThroughMyEyes.wav,/Data/musdb18_24000/JayMenon-ThroughMyEyes.wav,input,train
JohnnyLokke-Promises&Lies.wav,/Data/musdb18_24000/JohnnyLokke-Promises&Lies.wav,input,train
JohnnyLokke-WhisperToAScream.wav,/Data/musdb18_24000/JohnnyLokke-WhisperToAScream.wav,input,train
"Jokers,Jacks&Kings-SeaOfLeaves.wav","/Data/musdb18_24000/Jokers,Jacks&Kings-SeaOfLeaves.wav",input,train
Juliet'sRescue-Heartbeats.wav,/Data/musdb18_24000/Juliet'sRescue-Heartbeats.wav,input,train
Leaf-ComeAround.wav,/Data/musdb18_24000/Leaf-ComeAround.wav,input,train
Leaf-Summerghost.wav,/Data/musdb18_24000/Leaf-Summerghost.wav,input,train
Leaf-Wicked.wav,/Data/musdb18_24000/Leaf-Wicked.wav,input,train
LittleChicago'sFinest-MyOwn.wav,/Data/musdb18_24000/LittleChicago'sFinest-MyOwn.wav,input,train
LouisCressyBand-GoodTime.wav,/Data/musdb18_24000/LouisCressyBand-GoodTime.wav,input,train
Lushlife-ToynbeeSuite.wav,/Data/musdb18_24000/Lushlife-ToynbeeSuite.wav,input,train
LyndseyOllard-CatchingUp.wav,/Data/musdb18_24000/LyndseyOllard-CatchingUp.wav,input,train
M.E.R.C.Music-Knockout.wav,/Data/musdb18_24000/M.E.R.C.Music-Knockout.wav,input,train
MatthewEntwistle-DontYouEver.wav,/Data/musdb18_24000/MatthewEntwistle-DontYouEver.wav,input,train
Meaxic-TakeAStep.wav,/Data/musdb18_24000/Meaxic-TakeAStep.wav,input,train
Meaxic-YouListen.wav,/Data/musdb18_24000/Meaxic-YouListen.wav,input,train
Moosmusic-BigDummyShake.wav,/Data/musdb18_24000/Moosmusic-BigDummyShake.wav,input,train
MotorTapes-Shore.wav,/Data/musdb18_24000/MotorTapes-Shore.wav,input,train
Mu-TooBright.wav,/Data/musdb18_24000/Mu-TooBright.wav,input,train
MusicDelta-80sRock.wav,/Data/musdb18_24000/MusicDelta-80sRock.wav,input,train
MusicDelta-Beatles.wav,/Data/musdb18_24000/MusicDelta-Beatles.wav,input,train
MusicDelta-Britpop.wav,/Data/musdb18_24000/MusicDelta-Britpop.wav,input,train
MusicDelta-Country1.wav,/Data/musdb18_24000/MusicDelta-Country1.wav,input,train
MusicDelta-Country2.wav,/Data/musdb18_24000/MusicDelta-Country2.wav,input,train
MusicDelta-Disco.wav,/Data/musdb18_24000/MusicDelta-Disco.wav,input,train
MusicDelta-Gospel.wav,/Data/musdb18_24000/MusicDelta-Gospel.wav,input,train
MusicDelta-Grunge.wav,/Data/musdb18_24000/MusicDelta-Grunge.wav,input,train
MusicDelta-Hendrix.wav,/Data/musdb18_24000/MusicDelta-Hendrix.wav,input,train
MusicDelta-Punk.wav,/Data/musdb18_24000/MusicDelta-Punk.wav,input,train
MusicDelta-Reggae.wav,/Data/musdb18_24000/MusicDelta-Reggae.wav,input,train
MusicDelta-Rock.wav,/Data/musdb18_24000/MusicDelta-Rock.wav,input,train
MusicDelta-Rockabilly.wav,/Data/musdb18_24000/MusicDelta-Rockabilly.wav,input,train
Nerve9-PrayForTheRain.wav,/Data/musdb18_24000/Nerve9-PrayForTheRain.wav,input,train
NightPanther-Fire.wav,/Data/musdb18_24000/NightPanther-Fire.wav,input,train
NorthToAlaska-AllTheSame.wav,/Data/musdb18_24000/NorthToAlaska-AllTheSame.wav,input,train
PR-HappyDaze.wav,/Data/musdb18_24000/PR-HappyDaze.wav,input,train
PR-OhNo.wav,/Data/musdb18_24000/PR-OhNo.wav,input,train
PatrickTalbot-AReasonToLeave.wav,/Data/musdb18_24000/PatrickTalbot-AReasonToLeave.wav,input,train
PatrickTalbot-SetMeFree.wav,/Data/musdb18_24000/PatrickTalbot-SetMeFree.wav,input,train
PhreTheEon-Everybody'sFallingApart.wav,/Data/musdb18_24000/PhreTheEon-Everybody'sFallingApart.wav,input,train
PortStWillow-StayEven.wav,/Data/musdb18_24000/PortStWillow-StayEven.wav,input,train
Punkdisco-OralHygiene.wav,/Data/musdb18_24000/Punkdisco-OralHygiene.wav,input,train
RaftMonk-Tiring.wav,/Data/musdb18_24000/RaftMonk-Tiring.wav,input,train
RememberDecember-CUNextTime.wav,/Data/musdb18_24000/RememberDecember-CUNextTime.wav,input,train
SambasevamShanmugam-Kaathaadi.wav,/Data/musdb18_24000/SambasevamShanmugam-Kaathaadi.wav,input,train
SecretMountains-HighHorse.wav,/Data/musdb18_24000/SecretMountains-HighHorse.wav,input,train
Secretariat-Borderline.wav,/Data/musdb18_24000/Secretariat-Borderline.wav,input,train
Secretariat-OverTheTop.wav,/Data/musdb18_24000/Secretariat-OverTheTop.wav,input,train
SideEffectsProject-SingWithMe.wav,/Data/musdb18_24000/SideEffectsProject-SingWithMe.wav,input,train
SigneJakobsen-WhatHaveYouDoneToMe.wav,/Data/musdb18_24000/SigneJakobsen-WhatHaveYouDoneToMe.wav,input,train
Skelpolu-HumanMistakes.wav,/Data/musdb18_24000/Skelpolu-HumanMistakes.wav,input,train
Skelpolu-Resurrection.wav,/Data/musdb18_24000/Skelpolu-Resurrection.wav,input,train
Skelpolu-TogetherAlone.wav,/Data/musdb18_24000/Skelpolu-TogetherAlone.wav,input,train
Snowmine-Curfews.wav,/Data/musdb18_24000/Snowmine-Curfews.wav,input,train
SpeakSoftly-BrokenMan.wav,/Data/musdb18_24000/SpeakSoftly-BrokenMan.wav,input,train
SpeakSoftly-LikeHorses.wav,/Data/musdb18_24000/SpeakSoftly-LikeHorses.wav,input,train
SpikeMullings-Mike'sSulking.wav,/Data/musdb18_24000/SpikeMullings-Mike'sSulking.wav,input,train
StVitus-WordGetsAround.wav,/Data/musdb18_24000/StVitus-WordGetsAround.wav,input,train
StevenClark-Bounty.wav,/Data/musdb18_24000/StevenClark-Bounty.wav,input,train
StrandOfOaks-Spacestation.wav,/Data/musdb18_24000/StrandOfOaks-Spacestation.wav,input,train
SweetLights-YouLetMeDown.wav,/Data/musdb18_24000/SweetLights-YouLetMeDown.wav,input,train
SwingingSteaks-LostMyWay.wav,/Data/musdb18_24000/SwingingSteaks-LostMyWay.wav,input,train
TheDistricts-Vermont.wav,/Data/musdb18_24000/TheDistricts-Vermont.wav,input,train
TheDopplerShift-Atrophy.wav,/Data/musdb18_24000/TheDopplerShift-Atrophy.wav,input,train
TheEastonEllises(Baumi)-SDRNR.wav,/Data/musdb18_24000/TheEastonEllises(Baumi)-SDRNR.wav,input,train
TheEastonEllises-Falcon69.wav,/Data/musdb18_24000/TheEastonEllises-Falcon69.wav,input,train
TheLongWait-BackHomeToBlue.wav,/Data/musdb18_24000/TheLongWait-BackHomeToBlue.wav,input,train
TheLongWait-DarkHorses.wav,/Data/musdb18_24000/TheLongWait-DarkHorses.wav,input,train
TheMountaineeringClub-Mallory.wav,/Data/musdb18_24000/TheMountaineeringClub-Mallory.wav,input,train
TheScarletBrand-LesFleursDuMal.wav,/Data/musdb18_24000/TheScarletBrand-LesFleursDuMal.wav,input,train
TheSoSoGlos-Emergency.wav,/Data/musdb18_24000/TheSoSoGlos-Emergency.wav,input,train
TheSunshineGarciaBand-ForIAmTheMoon.wav,/Data/musdb18_24000/TheSunshineGarciaBand-ForIAmTheMoon.wav,input,train
TheWrong'Uns-Rothko.wav,/Data/musdb18_24000/TheWrong'Uns-Rothko.wav,input,train
TimTaler-Stalker.wav,/Data/musdb18_24000/TimTaler-Stalker.wav,input,train
